,,V No,Date,Party,City,Total Amt,Remarks
,,2170,24/07/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,REORDER
,,2171,24/07/2024,HI-CARE HEALTH TECHNOLOGIES LLP,AHMEDABAD,10080,"refer reject po-2155, MRI electrodes"
,,2172,25/07/2024,G V SALES & SERVICE,BARODA,29960,"NEW CONTRAST, GASTROLAKE 100ML"
,,2173,26/07/2024,OM ENTERPRISE,SURAT,44730,"rorder, for cardiac mri"
,,2174,27/07/2024,HARIHAR BOOK DEPO,ANAND,940,cash purhase
,,2175,30/07/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,reorder
,,2176,03/08/2024,MANISH MARKETING,AHMEDABAD,28078.4,REORDER
,,2177,03/08/2024,GALAXY SURGICAL,ANAND,1710,"FOR HIMALAYA HOME- HETAL MAM REQ. WITH  3-YEAR WARRANTY, DIGITAL MULTI TASK SCALE"
,,2178,05/08/2024,SIDDHIVINAYAK COMPUTER,NADIAD,804.2,for jatan AIO PC
,,2179,05/08/2024,SIDDHIVINAYAK COMPUTER,NADIAD,4621.47,"SSD for CBCT, RAM for DAKOR & OTHER for IT DEPT."
,,2180,05/08/2024,G V SALES & SERVICE,BARODA,294070,"reorder, gastrolake instead og trazogastro 100ml"
,,2181,05/08/2024,OM ENTERPRISE,SURAT,44744,"REORDER, MEDRED HPS 190ML , SCHILLER MAKE TUBING"
,,2182,05/08/2024,ARVIND GOHIL,ANAND,8500,REORDER
,,2183,06/08/2024,SURGICAL STEPS,ANAND,11482.5,reorder
,,2184,06/08/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9712,"reorder, mediflon make 20g pink cannula"
,,2185,07/08/2024,SGE MEDTECH,SURAT,2956,AS PER REQ. BY CT DEPT.
,,2186,07/08/2024,BALAJI PRINTERS,ANAND,3000,"Reorder, with low rate new supplier"
,,2187,09/08/2024,VIHAAN ENTERPRISE,Vadodara,87360,"USG REPORTING PRINTER PAPER SET WITH ALL ACCESSORIES, INCLUNDING PRINTER-INK-MAINT.BOX"
,,2188,09/08/2024,AMIT PAPER MART,,14700,for accurate paper sheet
,,2189,10/08/2024,UNITY PHARMA,AHMEDABAD,220499,"REORDER, AS FUJI CAMERA CURRENT ISSUE"
,,2190,12/08/2024,NEW GAYATRI ENTERPRISE,,840,cash purchase
,,2191,12/08/2024,SHAKTI INFOTECH,ANAND,8900.37,"By it dept./LED-Anand-Borsad-Dakor, keyboard set for Anand-Iris-Khambhat"
,,2192,12/08/2024,RUTVI SYSTEM,ANAND,1898.16,"for USG-1 display, phone for Borasd"
,,2193,12/08/2024,SAHAJANAND STATIONARY MART,,1690,CASH PURCHASE
,,2194,13/08/2024,AMAZON.IN,,1798,"cash on delivery, 3nos for Borsad, 1no spare for Anand"
,,2195,13/08/2024,SURGICAL STEPS,ANAND,4362,reorder
,,2196,14/08/2024,AMAZON.IN,,5499,"CASH PURCHASE, FOR CAR CLEANING & GENERAL WORKS, 1+2 YEAR WARRANTY (748 EXT.2 YEAR WARRANTY CHARGES)"
,,2197,14/08/2024,VEDICS MEDICARE,AHMEDABAD,32368,"NEW SUPPLIER, WITH LOW RATE"
,,2198,14/08/2024,WHITE HOUSE,,1600,REORDER
,,2199,19/08/2024,BHAVNA CLEANING,ANAND,8780,"REORDER, DISTIL WATER FOR BORSAD, SHAR CHEMICAL FOR LIFT CLEANING"
,,2200,19/08/2024,VIHAAN ENTERPRISE,Vadodara,87360,"REFER PO-2187, ITEM NAME CHNAGED"
,,2201,20/08/2024,SIDDHIVINAYAK COMPUTER,NADIAD,1550,FOR STORE PC
,,2202,21/08/2024,VEDICS MEDICARE,AHMEDABAD,1916,1NO PENDING ORDER RECEIVED AGAINST PO NO.2197
,,2203,21/08/2024,SIDDHIVINAYAK COMPUTER,NADIAD,8770.16,new order with low rate applied
,,2204,27/08/2024,AMAZON.IN,,501.96,"CASH PURCHASE, FOR CAR FRESHNER, AMBULANCE PURPOSE"
,,2205,27/08/2024,SIDDHIVINAYAK COMPUTER,NADIAD,850,"FOR HR PRINTER, ADAPTOR FOR IT"
,,2206,28/08/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,REORDER
,,2207,28/08/2024,VRAJ PLASTIC,,5506.2,"reorder, TEA+COFFEE GLASS"
,,2208,29/08/2024,AMAZON.IN,,1990,CASH ON DELIVERY
,,2209,31/08/2024,PRAMUKH ENGINEERING,ANAND,5712,"new supplier, light cotton waste as per sample"
,,2210,31/08/2024,GALAXY SURGICAL,ANAND,1314,PULSE OXY METER FOR BORSAD WITH 1 YEAR WARRANTY
,,2211,31/08/2024,SHAKTI INFOTECH,ANAND,1100.2,FOR IT DEPT.
,,2212,02/09/2024,SHAH FILE AND COMPANY,AHMEDABAD,140000,"New supplier, as per last plastic bags, with no changes, rate incl all"
,,2213,03/09/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,32704,REORDER
,,2214,03/09/2024,UNITY PHARMA,AHMEDABAD,220499,reorder
,,2215,03/09/2024,SIDDHIVINAYAK COMPUTER,NADIAD,45120,reorder
,,2216,04/09/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,16989.76,reorder
,,2217,04/09/2024,MANISH MARKETING,AHMEDABAD,28078.4,reorder
,,2218,05/09/2024,NEW GAYATRI ENTERPRISE,,4200,"NEW SUPPLIER, WITH NEW GEL AFTER SAMPLE CONFIRM WITH Dr.RITESH SIR"
,,2219,05/09/2024,PARAMOUNT,ANAND,319,REORDER
,,2220,05/09/2024,WHITE HOUSE,,4881,REORDER
,,2221,05/09/2024,BALAJI PRINTERS,ANAND,1500,REORDER
,,2222,05/09/2024,SURGICAL STEPS,ANAND,8405.5,reorder
,,2223,06/09/2024,GALAXY SURGICAL,ANAND,13556,"REORDER, nitrile ansell make gloves"
,,2224,06/09/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1500,REORDER & OFFICE USE
,,2225,06/09/2024,AVI ENTERPRISE,AHMEDABAD,20100,"reorder, A5 size small letterhead 7.5""x10"", with NABH logo as per confirm"
,,2226,06/09/2024,AVI ENTERPRISE,AHMEDABAD,9060,reorder
,,2227,06/09/2024,AVI ENTERPRISE,AHMEDABAD,9060,reorder
,,2228,06/09/2024,VIHAAN ENTERPRISE,Vadodara,145600,"reorder, with ink bottle as per 1000 nos ratio"
,,2229,07/09/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1500,
,,2230,09/09/2024,AMAZON.IN,,778,"CASH PURCHASE, FOR BORSAD BRANCH"
,,2231,09/09/2024,SHAKTI INFOTECH,ANAND,2599.39,"FOR AHMD, FLAT"
,,2232,09/09/2024,SHAKTI INFOTECH,ANAND,2750.51,"UPS FOR PETLAD BRANCH, USB COMBO FOR IT DEPT"
,,2233,09/09/2024,SIDDHIVINAYAK COMPUTER,NADIAD,449.36,IT DEPT.
,,2234,09/09/2024,ARVIND GOHIL,ANAND,720,FOR RAMESH SIR REQ./ USE FOR PATIENT DIVERT TO X RAY HOUSE PURPOSE
,,2235,10/09/2024,AVI ENTERPRISE,AHMEDABAD,58000,REORDER WITH NABH LOGO INCL ALL PERIPHERY BRANCH USE
,,2236,10/09/2024,SHAH FILE AND COMPANY,AHMEDABAD,15000,"REORDER, REFER REJECT PO-2225, WITH NABH LOGO INCL ALL PERIPHERY BRANCH USE"
,,2237,10/09/2024,AVI ENTERPRISE,AHMEDABAD,3490,"reorder, last printed on 11.2022/Qty-1500 nos"
,,2238,10/09/2024,BHAVNA CLEANING,ANAND,1260,FOR BORSAD BRANCH EMEGENCY REQUIREMENT
,,2239,12/09/2024,VIHAAN ENTERPRISE,Vadodara,40096,"EPSON L8180 PRINTER-2NOS, 20 SET INK, 2MAINT. BOX FOR CT-MRI DEPT."
,,2240,12/09/2024,G V SALES & SERVICE,BARODA,19688,"REORDER, FOR BIOPSY"
,,2241,13/09/2024,AVI ENTERPRISE,AHMEDABAD,130500,REORDER WITH AS PER LAST
,,2242,13/09/2024,BALAJI PRINTERS,ANAND,6000,reorder
,,2243,13/09/2024,AVI ENTERPRISE,AHMEDABAD,28740,"reorder, with keep name Dr.Bhumika shah, confirm"
,,2244,13/09/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1170,"reorder, cash purchase"
,,2245,16/09/2024,SHAKTI INFOTECH,ANAND,1100.2,"FOR CANTEEN AREA, KHAMBHAT I-MAC PC"
,,2246,16/09/2024,ONE TOUCH SOLUTION,ANAND,45676,"REORDER, MRI CONTRAST"
,,2247,16/09/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,62956,REORDER
,,2248,16/09/2024,OM ENTERPRISE,SURAT,67096,"REORDER, 20ML BOTTTLE"
,,2249,17/09/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,324968,reorder
,,2250,19/09/2024,VEDICS MEDICARE,AHMEDABAD,38304,"from mayur carestream, with low rate"
,,2251,23/09/2024,SIDDHIVINAYAK COMPUTER,NADIAD,3795.8,FOR DR. RITESH SIR
,,2252,23/09/2024,SHAKTI INFOTECH,ANAND,3250.24,
,,2253,24/09/2024,D MART AVENUE SUPERMARTS LTD,,1321,"CASH ONLINE PURCHASE, COFFEE-90G-1BOT-Rs.336+20 DRAINAGE POWDER EXTRA ADD"
,,2254,25/09/2024,JAGDISH TRADERS,ANAND,2400,CASH PURCHASE-1 SPARE- 1 HIMALAYA HOME 
,,2255,26/09/2024,SHAKTI INFOTECH,ANAND,1400.44,switch for it dept. & combo for dahod reception
,,2256,26/09/2024,TRINITY SYSTEM (RONALD),ANAND,47830,"FARM HOUSE AND AHMEDABAD, CAT 6 CABLE RATE WITH PIPING AND DIGGING"
,,2257,26/09/2024,SAI INFOTECH,,45700,"ANAND BRANCH iMAC, 1 MONTH WARRANTY"
,,2258,26/09/2024,Inside Solution,Anand,3800.34,JIGAR SIR AIO PC
,,2259,27/09/2024,AMAZON.IN,,2153.96,cash purchase
,,2260,27/09/2024,VRAJ PLASTIC,,7210,REORDER
,,2261,28/09/2024,UNITY PHARMA,AHMEDABAD,220499,REORDER
,,2262,28/09/2024,G V SALES & SERVICE,BARODA,218662,REORDER
,,2263,28/09/2024,SURGICAL STEPS,ANAND,1960,REORDER
,,2264,28/09/2024,GALAXY SURGICAL,ANAND,2219.8,
,,2265,28/09/2024,S.D.REFRIGERATION,,51298,MARKETING NEW CABIN
,,2266,01/10/2024,GANDHI ENTERPRISE,VADODARA,190120,"DIWALI 2024 GIFT SET B-TYPE, TOTAL-1720,  RDPL-970 + GODHRA-444 + DAHOD-306 (RHPS-153+SHIVANI-153)"
,,2267,03/10/2024,WHITE HOUSE,,5589,REORDER
,,2268,04/10/2024,PRAMUKH ENGINEERING,ANAND,3540,
,,2269,04/10/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9564,"REORDER, ANSELL GLOVES"
,,2270,05/10/2024,SAHAJANAND STATIONARY MART,,2325,CASH PURCHASE
,,2271,08/10/2024,BHAVNA CLEANING,ANAND,9818,"REORDER, 1 ROAD BRUSH & BLEACHING USE IN FARM, 1 DUSTBIN FOR BORSAD, 1 ROAD BRUSH FOR DAKOR"
,,2272,08/10/2024,AVI ENTERPRISE,AHMEDABAD,15480,REOREDER
,,2273,08/10/2024,AVI ENTERPRISE,AHMEDABAD,24950,"for diwali all fift packing purpose, with lamination"
,,2274,08/10/2024,RELIANCE RETAIL LTD.,ANAND,94915,"for Diwali gift A & A+ - RDPL-329+32, GODHRA-43+28, DAHOD-143+20(RHPS-72+10 + SHIVANI-71+10)"
,,2275,09/10/2024,BALAJI PRINTERS,ANAND,3000,reorder
,,2276,09/10/2024,MANISH MARKETING,AHMEDABAD,9500,REORDER
,,2277,09/10/2024,AVI ENTERPRISE,AHMEDABAD,15129.68,"for diwali all fift packing purpose, with lamination RDPL-1516 + GODHRA-515 + DAHOD-469 (RHPS-235 + SHIVANI-234)"
,,2278,10/10/2024,PHONE WALE,DAHOD,17500,FOR AMBULANCE & X-RAY/CT DEPT.
,,2279,11/10/2024,AVI ENTERPRISE,AHMEDABAD,37360,"Non wooven bags, Anand-4000 + Godhra-6000 + Khambhat-2000"
,,2280,11/10/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1500,for office use
,,2281,15/10/2024,RELIANCE RETAIL LTD.,ANAND,91949,"for Diwali gift A & A+ - RDPL-329+32, GODHRA-43+28, DAHOD-143+20(RHPS-72+10 + SHIVANI-71+10), SUGAR SCHEME APPLIED & RATE DOWN IN PUDDING SET A-TYPE GIFT"
,,2282,15/10/2024,AVI ENTERPRISE,AHMEDABAD,82500,"2025 Calender, Total-10000 Nos (5000 Dr+staff use + 5000 patient Purpose)RDPL-5000, GODHRA-2500, RHPS/SHIVANI-1250+1250"
,,2283,16/10/2024,ONE TOUCH SOLUTION,ANAND,75600,reorder
,,2284,16/10/2024,OM ENTERPRISE,SURAT,44730,REORDER
,,2285,16/10/2024,G V SALES & SERVICE,BARODA,147596,REORDER
,,2286,16/10/2024,NEW GAYATRI ENTERPRISE,,1006,"REORDER, CASH PURCHASE"
,,2287,16/10/2024,AMAZON.IN,,1830,cash delivery
,,2288,16/10/2024,RELIANCE RETAIL LTD.,ANAND,8955,"Rs.4592 DIRECT CREDIT + 4363 CASH PAID, FOR OCT-24 HIMALAYA GARBA STAFF AND DR. GIFTS"
,,2289,16/10/2024,RUTVI SYSTEM,ANAND,2655,CAMERA WITH INSTALLATION CHARGES INCLUDED
,,2290,17/10/2024,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,105000,"11*14 PLASTIC BAGS FOR ANAND BRANCH, INCL TRANSPORTATION"
,,2291,17/10/2024,G.S. DECOR FURNITURE,ANAND,10800,FOR STORE & VIP ROOM-MARKETING OFFICE
,,2292,17/10/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,REORDER
,,2293,17/10/2024,SURGICAL STEPS,ANAND,5527,reorder
,,2294,19/10/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,reorder
,,2295,22/10/2024,JAY AMBE INFOTECH KHAMBHAT,KHAMBHAT,48000,for hetal mam
,,2296,22/10/2024,SHAKTI INFOTECH,ANAND,1549.56,FOR JATAN AIO PC
,,2297,25/10/2024,BALAJI PRINTERS,ANAND,18000,for Reception and Dr. Ritesh sir cabin
,,2298,25/10/2024,BALAJI PRINTERS,ANAND,3000,reorder
,,2299,25/10/2024,NEW GAYATRI ENTERPRISE,,4200,reorder
,,2300,25/10/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,130816,reorder
,,2301,25/10/2024,GALAXY SURGICAL,ANAND,5738.6,REORDER
,,2302,28/10/2024,RELIANCE RETAIL LTD.,ANAND,5518,"CASH PAYMENT, FOR Dr. RITESH SIR (RAMESH SIR) EXTRA REQUIREMENT"
,,2303,28/10/2024,AMIT PAPER MART,,12070,REORDER
,,2304,30/10/2024,ARVIND GOHIL,ANAND,2500,"reorder, for civil patients"
,,2305,31/10/2024,GALAXY SURGICAL,ANAND,7840,"reorder, L-size-Ansell make required"
,,2306,04/11/2024,VRAJ PLASTIC,,1409.2,CASH
,,2307,04/11/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,324968,REORDER
,,2308,05/11/2024,N K MOBILE SALES & SERVICES,ANAND,108000,FOR Dr. RITESH SIR
,,2309,05/11/2024,VIHAAN ENTERPRISE,Vadodara,72800,REORDER WITH INK AS PER RATIO
,,2310,05/11/2024,BALAJI PRINTERS,ANAND,3000,reorder
,,2311,05/11/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,reoredr
,,2312,05/11/2024,UNITY PHARMA,AHMEDABAD,220499,reorder
,,2313,12/11/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15754,"reorder, Kiran make, for Dr. ritesh sir"
,,2314,12/11/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4121.2,"reorder, JMS make"
,,2315,12/11/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,reorder
,,2316,13/11/2024,SHREE GANESH ENTERPRISE,SURAT,2650,REORDER
,,2317,14/11/2024,VIHAAN ENTERPRISE,Vadodara,8736,GLOSSY A3 PAPER
,,2318,14/11/2024,PRIME SURGICAL & LINEN,ANAND,2164,FOR NEW STAFF RECRUIREMENT
,,2319,16/11/2024,RAJ MOBILE (MI),ANAND,20000,"FOR DAKOR AND KHAMBHAT MARKETING PURPOSE, WITH COVER AND TOUGHEN GLASS Rs.200+200 EXTRA CASH PUIRCHASE"
,,2320,19/11/2024,SURGICAL STEPS,ANAND,4248,reorder
,,2321,19/11/2024,AMIT CHEM TRADERS,VADODARA,4744,reorder
,,2322,19/11/2024,MANISH MARKETING,AHMEDABAD,28078.4,reorder
,,2323,19/11/2024,PRAMUKH ENGINEERING,ANAND,3360,REORDER
,,2324,19/11/2024,SHREE GANESH ENTERPRISE,SURAT,2800,"REORDER, REFER REJECT PO-2316 - NOT DEDUCT GST"
,,2325,20/11/2024,GALAXY SURGICAL,ANAND,1646.6,reorder
,,2326,20/11/2024,ARVIND GOHIL,ANAND,800,for biopsy
,,2327,21/11/2024,G V SALES & SERVICE,BARODA,234150,reorder
,,2328,22/11/2024,AMIT CHEM TRADERS,VADODARA,4644,Refer Rejct PO-2321-11  low rate
,,2329,27/11/2024,VEDICS MEDICARE,AHMEDABAD,19152,REORDER
,,2330,27/11/2024,SHAKTI INFOTECH,ANAND,2599.39,FOR DAKOR REPORTING
,,2331,27/11/2024,SHAKTI INFOTECH,ANAND,2599.39,FOR 4TH FLOOR CO ORDIN ATOR PC
,,2332,27/11/2024,SAHAJANAND STATIONARY MART,,2165,CASH PURCHASE
,,2333,29/11/2024,VRAJ PLASTIC,,5280,REORDER
,,2334,29/11/2024,GALAXY SURGICAL,ANAND,1310,reorder
,,2335,30/11/2024,AMAZON.IN,,3178,"CASH ON DELIVERY, FOR Dr. SHAILESH SHAH PARKING LIGHT"
,,2336,30/11/2024,SGE MEDTECH,SURAT,57750,REORDER
,,2337,30/11/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1512,REORDER
,,2338,03/12/2024,ONE TOUCH SOLUTION,ANAND,45676,REORDER
,,2339,03/12/2024,G V SALES & SERVICE,BARODA,32812,REORDER
,,2340,04/12/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,reorder
,,2341,04/12/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,387924,"REORDER, ADVANCE PAYMENT"
,,2342,07/12/2024,Inside Solution,Anand,600.47,for 2nd floor-smart station adapter-Co-ord pc
,,2343,07/12/2024,SHAKTI INFOTECH,ANAND,3099.12,for 4th floor co-ord. pc upgrade
,,2344,07/12/2024,SHAKTI INFOTECH,ANAND,3149.49,Borsad branchy-reception monitor
,,2345,07/12/2024,AMAZON.IN,,1684.8,cash
,,2346,07/12/2024,AMAZON.IN,,946.02,cash
,,2347,09/12/2024,SIDDHIVINAYAK COMPUTER,NADIAD,62220,reorder
,,2348,09/12/2024,GALAXY SURGICAL,ANAND,6267,REORDER
,,2349,10/12/2024,SURGICAL STEPS,ANAND,13778.5,REORDER
,,2350,10/12/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4032,REORDER
,,2351,11/12/2024,ARVIND GOHIL,ANAND,845,REORDER
,,2352,11/12/2024,VIHAAN ENTERPRISE,Vadodara,29120,"reorder, for CT/MRI"
,,2353,11/12/2024,SHREE GANESH ENTERPRISE,SURAT,1400,"reorder, for HPS 200ml, change in every patient"
,,2354,13/12/2024,NEW GAYATRI ENTERPRISE,,7000,reorder
,,2355,16/12/2024,G V SALES & SERVICE,BARODA,59920,REORDER
,,2356,16/12/2024,VIHAAN ENTERPRISE,Vadodara,145600,reorder
,,2357,16/12/2024,SIDDHIVINAYAK COMPUTER,NADIAD,6400,reorder
,,2358,17/12/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2850,reorder
,,2359,18/12/2024,SURGICAL STEPS,ANAND,1232,REORDER
,,2360,18/12/2024,WHITE HOUSE,,4480,reorder
,,2361,18/12/2024,GALAXY SURGICAL,ANAND,8339,NEW SPO2 FOR SPARE-1 YEAR WARRANTY- OTHER FOR MRI REQ.
,,2362,18/12/2024,AMIT PAPER MART,,8200,Blank envelope for Dr. salary
,,2363,20/12/2024,AMIT PAPER MART,,14726,"REORDER, FOR ACCURATE A4 COVER-PERIPHERY USE"
,,2364,20/12/2024,AMIT PAPER MART,,24280,"REORDER, COPY POWER FOR REPORTING ONLY"
,,2365,20/12/2024,ONE TOUCH SOLUTION,ANAND,75600,"REORDER, MRI CONTRAST"
,,2366,20/12/2024,UNITY PHARMA,AHMEDABAD,220499,REORDER
,,2367,23/12/2024,OM ENTERPRISE,SURAT,11182,10ML CONTRAST RECEIVED IN EMERGENCY FROM SUPPLIER
,,2368,23/12/2024,OM ENTERPRISE,SURAT,44730,"reorder, 20ml bottle"
,,2369,24/12/2024,BHAVNA CLEANING,ANAND,8230,"NEW BROOMS TAKEN, DUSTBIN FOR DAKOR BRANCH"
,,2370,25/12/2024,VRAJ PLASTIC,,5420,REORDER
,,2371,26/12/2024,GALAXY SURGICAL,ANAND,1120,FOR X-RAY DEPT. HSG USE
,,2372,26/12/2024,SAHAJANAND STATIONARY MART,,1610,CASH
,,2373,26/12/2024,SIDDHIVINAYAK COMPUTER,NADIAD,369.56,"FOR Dr. RITESH SIR , 32GB"
,,2374,26/12/2024,SHAKTI INFOTECH,ANAND,1100.2,FOR REPORTING & RECEPTION - DAKOR BRANCH
,,2375,26/12/2024,RUTVI SYSTEM,ANAND,925.89,FOR BMD-CBCT DEPT.
,,2376,26/12/2024,RUTVI SYSTEM,ANAND,925.89,FOR DISPATCH-ANAND BRANCH
,,2377,26/12/2024,PARMATMA PRINTING PRESS,ANAND,960,CASH
,,2378,27/12/2024,SIDDHIVINAYAK COMPUTER,NADIAD,9150.2,reorder
,,2379,31/12/2024,VEDICS MEDICARE,AHMEDABAD,9576,"REORDER, FOR BIOPSY"
,,2380,01/01/2025,FUJI FILM INDIA PVT LTD,AHMEDABAD,357672,reorder
,,2381,01/01/2025,G V SALES & SERVICE,BARODA,65624,reorder
,,2382,03/01/2025,G V SALES & SERVICE,BARODA,185850,REORDER 100ML
,,2383,03/01/2025,NEW GAYATRI ENTERPRISE,,1341,REORDER- CASH
,,2384,03/01/2025,GALAXY SURGICAL,ANAND,875,"REORDER, BITADIN 5% AND 10% -1+1 LTR"
,,2385,04/01/2025,AVI ENTERPRISE,AHMEDABAD,50000,"reorder, non wooven bags"
,,2386,04/01/2025,VEDICS MEDICARE,AHMEDABAD,13216,REORDER
,,2387,04/01/2025,HARIHAR BOOK DEPO,ANAND,1171.52,"cash, for usg-1-2-3 reporting"
,,2388,06/01/2025,SIDDHIVINAYAK COMPUTER,NADIAD,4800,"REORDER, FOR REPORTING - L6460 INK PRINTER"
,,2389,09/01/2025,AVI ENTERPRISE,AHMEDABAD,6669,"reorder, with revise matter, new address change, and obstre. sono add, stock for 3 month only"
,,2390,09/01/2025,AVI ENTERPRISE,AHMEDABAD,11520,"reorder, with revise matter, and obstre. sono add, stock for 3-4 month only"
,,2391,11/01/2025,SAHAJANAND STATIONARY MART,,1490,cash
,,2392,11/01/2025,AVI ENTERPRISE,AHMEDABAD,6480,"REORDER, WITH OBST. SONO BOX ADDED, SCAN CODE ADD"
,,2393,17/01/2025,OM ENTERPRISE,SURAT,67096,"REORDER, 20ML VIAL"
,,2394,18/01/2025,AVI ENTERPRISE,AHMEDABAD,8325,"REORDER, LAST PRINT ON DEC-22, WITH 500QTY"
,,2395,18/01/2025,SHAKTI INFOTECH,ANAND,3149.49,FOR-X-RAY HOUSE-UMRETH
,,2396,18/01/2025,RUTVI SYSTEM,ANAND,925.89,FOR DAKOR BRANCH
,,2397,18/01/2025,Inside Solution,Anand,6137.37,FOR -CBCT-IT-CT/MR DEPT
,,2398,20/01/2025,Inside Solution,Anand,3650,FOR IT DEPT-SPARE-2
,,2399,20/01/2025,PARMATMA PRINTING PRESS,ANAND,2100,"reorder, for Reporting dept."
,,2400,21/01/2025,VEDICS MEDICARE,AHMEDABAD,138544,"for ct-biopsy purpose, old not working"
,,2401,21/01/2025,MANISH MARKETING,AHMEDABAD,28078.4,reorder
,,2402,21/01/2025,BHAVNA CLEANING,ANAND,8460,"reorder, plastic tub for farm house, toilet roll big size"
,,2403,23/01/2025,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,8768,reorder
,,2404,23/01/2025,SURGICAL STEPS,ANAND,1466,reorder
,,2405,23/01/2025,G V SALES & SERVICE,BARODA,48300,"reorder, for Balasinor and iris-ct branch"
,,2406,23/01/2025,GALAXY SURGICAL,ANAND,13627,"reorder, nitrile ansell make L-15+5M size"
,,2407,29/01/2025,AVI ENTERPRISE,AHMEDABAD,3200,"card with gloss lamination, for Marketing Executive 4 type,M No. 1)9978903528, 2)9978903531, 3)9913601072, 4)9913600136-Ramesh Varia- all qty 500 nos"
,,2408,30/01/2025,VRAJ PLASTIC,,5780,reorder
,,2409,30/01/2025,BHAVNA CLEANING,ANAND,5680,"reorder, entress ddormat 4*8ft -- 2nos"
,,2410,01/02/2025,SHRADDHA FOOD & BEVERAGES,ANAND,2100,REORDER
,,2411,01/02/2025,SURGICAL STEPS,ANAND,4248,reorder
,,2412,01/02/2025,AMIT CHEM TRADERS,VADODARA,3764,reorder
,,2413,01/02/2025,UNITY PHARMA,AHMEDABAD,220499,reorder
,,2414,04/02/2025,ARVIND GOHIL,ANAND,1200,reorder
,,2415,05/02/2025,SHAKTI INFOTECH,ANAND,3699.59,FOR UMRETH SONO PC
,,2416,05/02/2025,SHAKTI INFOTECH,ANAND,2549.02,FOR REPORTING DEPT./HEMANTBHAI REQUIREMENT
,,2417,05/02/2025,G.S. DECOR FURNITURE,ANAND,3150,"for umreth branch, Dr.use"
,,2418,06/02/2025,GALAXY SURGICAL,ANAND,4704,Spinal for biopsy use
,,2419,06/02/2025,FLIPKART,,1040,"BY CASH, SAMPLE PURPOSE-FLOW METER"
,,2420,06/02/2025,FUJI FILM INDIA PVT LTD,AHMEDABAD,387924,REORDER
,,2421,07/02/2025,GALAXY SURGICAL,ANAND,9388,"REORDER, FROM NEXT RATE RISES IN NIPRO SYRINGE, 2ML & 5ML WITH NEEDLE, 10ML & 20ML WITHOUT NEEDLE"
,,2422,07/02/2025,SURGICAL STEPS,ANAND,5293,REORDER
,,2423,11/02/2025,KESARA POWER ENTERPRISE,GANDHINAGAR,80830,for Jhabua Branch
,,2424,11/02/2025,GALAXY SURGICAL,ANAND,2035,reorder
,,2425,12/02/2025,PRAMUKH ENGINEERING,ANAND,3360,reorder
,,2426,12/02/2025,OM ENTERPRISE,SURAT,32480,"REORDER, MEDRED MAKE HPS"
,,2427,12/02/2025,WHITE HOUSE,,4881,REORDER
,,2428,12/02/2025,BALAJI PRINTERS,ANAND,10850,"REORDER, USE AND THROW MATERIAL"
,,2429,12/02/2025,ONE TOUCH SOLUTION,ANAND,45676,REORDER
,,2430,12/02/2025,G V SALES & SERVICE,BARODA,125544,"REORDER, GASTROLAKE"
,,2431,13/02/2025,GALAXY SURGICAL,ANAND,2270,REORDER
,,2432,15/02/2025,BHAVNA CLEANING,ANAND,4790,"REORDER, WHITE PHENYLE FOR HOME-GIRISH TAKEN"
,,2433,15/02/2025,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15754,"reorder, Kiran gel for Dr. Ritesh sir use"
,,2434,15/02/2025,G V SALES & SERVICE,BARODA,185850,"reorder, 100ml bott"
,,2435,17/02/2025,AMAZON.IN,,1700,cash purchase
,,2436,17/02/2025,SAHAJANAND STATIONARY MART,,1570,"CASH, MONTHLY REQUIREMENT"
